"arg_sig","count"
"[sF, sI, error]",1
"[sF, C, sN]",1
"[D, M{D}, data.frame, sD, sS]",1
"[C, l{?}, l{C}, l{l{?}}, l{sN}, sC, sN]",1
"[D, error, language, sE]",1
"[sC, sD, sF, C, sL, l{D}, l{l{?}}, l{?}]",1
"[I, data.frame, l{I}]",1
"[sS, sD, C, M{D}, D, M{I}, sI, I, data.frame, l{?}]",1
"[sD, D, l{l{?}}]",2
"[D, I, l{D}, sD]",1
"[l{sN}]",78
"[Y, language, pairlist, sN]",1
"[M{D}, sD, sL]",2
"[I, l{C}, l{D}]",1
"[l{?}, l{I}, missing]",1
"[D, sL, sS]",1
"[M{D}, D, M{I}]",9
"[l{I}, l{D}, l{C}, sN]",1
"[D, I, M{D}, l{D}, sD, sI]",1
"[l{language}, l{l{?}}, l{?}]",2
"[D, I, data.frame, missing]",1
"[C, D, I, error, raw_NA, sI, sL, sN]",1
"[C, D, I, L, Y, language, l{?}, l{language}, l{l{?}}, pairlist, sC, sD, sE, sF, sI, sL, sN, unevaled]",1
"[D, I, l{l{?}}, sD, sI]",3
"[M{D}, M{I}, M{L}, sD, sS]",4
"[l{promise}, l{?}]",1
"[sN, data.frame]",45
"[D, M{D}, sD, sI, sN]",1
"[l{I}, l{L}, l{D}, l{?}]",1
"[raw_NA]",1071
"[D, I, X, sD, sS, sX]",2
"[sD, sL, error]",1
"[D, data.frame, language]",1
"[C, sC, sE, sN]",1
"[M{D}, sD, sN]",14
"[D, missing, sD, sI]",1
"[D, M{I}, I, language, error, sC, sD, sE, sF, sI, sL, l{D}, sN, data.frame, l{?}]",3
"[sS, sD, M{D}, D, l{D}, data.frame, l{?}]",2
"[C, D, I, L, M{C}, M{D}, M{I}, X, data.frame, l{?}, l{C}, l{D}, l{I}, l{L}, l{l{?}}, l{sN}, raw_NA, sC, sD, sF, sI, sL, sN]",1
"[M{D}, M{I}, M{C}]",7
"[l{I}, l{L}, l{D}, l{C}, l{l{?}}, l{?}]",3
"[M{C}, M{R}, R, l{C}, l{R}]",1
"[l{L}, l{D}, l{C}, l{l{?}}, l{?}]",1
"[L, data.frame, l{?}, l{C}, l{D}, sL, sN]",2
"[sD, X]",1
"[D, I, l{?}, l{sF}]",1
"[D, I, sF, sN]",2
"[l{I}, C, D, I, l{D}, l{C}]",1
"[M{C}, data.frame]",14
"[l{?}, l{language}, sC]",2
"[sC, sD, C, D, sI, sL, I, sN, L]",2
"[l{I}, sI, l{?}]",1
"[D, I, M{D}, l{D}, sD, sN]",1
"[l{I}, data.frame]",5
"[error, expression]",1
"[language, error]",2
"[D, I, L, M{C}, M{D}, M{I}, data.frame, raw_NA, sD, sN]",1
"[sD, D, sL, L]",4
"[language, l{language}]",12
"[language, pairlist, sN]",1
"[l{?}, l{language}, sD]",1
"[sC, sE]",12
"[sC, sD, C, sI, l{l{?}}]",1
"[M{L}, missing]",1
"[sS, M{D}, M{I}]",1
"[D, missing, sD, sN]",1
"[M{X}, l{D}]",1
"[l{L}, l{D}, l{l{?}}]",1
"[D, M{C}]",3
"[sC, sF]",229
"[D, data.frame, raw_NA]",1
"[D, I, l{?}, sD]",2
"[language, sD, sF]",1
"[D, I, M{D}, l{D}]",4
"[D, I, M{D}, error]",3
"[sC, l{I}, l{L}, C, l{D}, l{C}, l{l{?}}, l{?}]",1
"[sC, sD, C, D, sI, I, sN, L]",1
"[arg10_t]",1
"[error, raw_NA, sD]",1
"[C, externalptr]",1
"[M{D}]",13254
"[D, I, L, M{C}, M{D}, M{I}, raw_NA]",1
"[error, l{I}]",3
"[l{?}, l{language}, sF]",1
"[C, I, M{D}, l{?}]",1
"[C, R]",3
"[sC, sS, raw_NA]",1
"[l{sF}, l{sN}, sN, l{?}]",1
"[M{D}, sD, sS]",9
"[C, D, I, data.frame, l{?}, l{C}, l{D}, l{I}, sC, sI]",1
"[l{L}, sL, L]",5
"[data.frame, raw_NA, sD]",1
"[sD, D, sI]",4
"[M{C}, M{D}, M{I}, sD]",1
"[sC, sD, sF, M{I}, sI, I, l{D}, error, l{?}]",1
"[D, l{sS}, M{C}, l{l{?}}, l{?}]",1
"[D, I, sC, sD, sI]",3
"[C, I, M{C}, M{D}, l{?}, sC, sI]",1
"[D, M{L}]",2
"[l{language}, language]",2
"[R, error, sR]",3
"[l{Y}, l{language}, l{l{?}}, sN]",1
"[data.frame, error, sN]",2
"[M{C}, l{l{?}}]",2
"[sD, D, raw_NA]",1
"[C, D, M{C}, data.frame, l{?}, l{C}, sC, sD, sE, sF, sI, sL, sN, sS]",1
"[sD, sI, l{?}]",2
"[D, sI, sL, I, L]",1
"[I, l{?}, l{l{?}}, l{sF}, sI]",1
"[I, l{C}, l{D}, l{sN}, sI]",1
"[M{D}, sL, l{D}, data.frame]",1
"[expression, l{?}, sC, sF, sL, sN]",1
"[l{L}, raw_NA]",1
"[sC, sD, l{Y}, l{L}, sF, l{C}, error, l{l{?}}, l{?}]",1
"[D, I, error, l{l{?}}, sD, sI]",1
"[sS, language, l{?}]",1
"[sD, R]",2
"[L, M{L}, raw_NA, sL, sS]",1
"[C, D, I, L, data.frame, l{l{?}}, pairlist, sD]",1
"[C, D, I, L, l{?}, raw_NA, sD, sN, sX]",1
"[D, sC, sD, sL, sN]",1
"[M{D}, M{I}, raw_NA, M{C}]",1
"[D, I, M{C}]",1
"[M{I}, M{L}]",6
"[D, I, M{D}, M{I}, M{L}, data.frame, l{?}, l{D}, l{I}, l{R}, l{language}, l{l{?}}, sE, sN, sS]",1
"[M{C}, unevaled]",1
"[sE, l{l{?}}]",1
"[M{C}, M{D}, M{I}, sI]",2
"[M{I}, l{?}, l{D}]",1
"[M{D}, M{C}, data.frame]",1
"[l{?}, l{C}, sN]",24
"[L, raw_NA]",13
"[M{D}, data.frame, language]",1
"[D, I, l{?}]",3
"[l{?}, l{C}, l{D}, l{I}, l{l{?}}]",7
"[l{?}, l{C}, l{sS}]",3
"[D, error, sD, sN]",1
"[sS, C, D, sX, externalptr, I, L, error, M{C}, R, X, data.frame, pairlist, l{?}, M{D}, sC, sD, sE, sF, sI, sL, l{D}, sN, raw_NA, sR]",1
"[sS, sC, C]",4
"[M{C}, M{L}]",1
"[C, L, missing, sC, sD, sI]",1
"[M{I}, M{L}, data.frame]",3
"[M{D}, l{D}, missing]",5
"[error, raw_NA, sN]",2
"[C, l{?}, l{D}, sC]",1
"[C, I, data.frame, l{?}, l{C}, l{D}, l{I}, l{L}, l{R}, l{Y}, l{language}, l{l{?}}, l{sF}, sC, sI, sN]",1
"[C, D, I, L, sC, sD, l{I}, sF, sI, sL, sN, data.frame, l{?}]",1
"[C, D, I, M{D}, M{I}, l{?}, l{sS}, sC, sD]",1
"[l{L}, l{sN}]",1
"[D, I, L, M{D}, M{L}]",2
"[l{?}, l{C}, l{language}, l{l{?}}]",1
"[D, I, sC, sD, sN]",2
"[D, I, M{I}, data.frame]",3
"[l{I}, l{C}, l{l{?}}]",1
"[C, D, I, data.frame, l{?}, sI]",1
"[sD, C, D, l{D}, l{C}]",1
"[M{D}, M{X}]",37
"[D, l{?}, l{D}, l{sN}, sD, sF, sN]",1
"[M{D}, D, M{I}, sI, I, data.frame]",1
"[l{?}, l{C}, l{expression}, l{l{?}}, l{sN}, sE]",1
"[sE, sI, unevaled]",1
"[C, I, M{D}, M{I}, l{?}]",2
"[C, D, I, L, M{C}, M{D}, M{I}, M{L}, data.frame, l{?}, sD, sS]",1
"[sC]",20611
"[C, l{?}, l{C}, l{D}, sC, sD, sN]",1
"[l{D}, l{L}, l{l{?}}]",2
"[D, I, M{D}, data.frame, sD]",4
"[C, Y]",1
"[l{I}, l{D}, l{C}, l{l{?}}, l{?}]",5
"[sI, unevaled]",2
"[l{sF}]",341
"[C, D, I, l{?}, sC, sD, sN]",1
"[sC, sD, C, D, sL, l{?}]",1
"[M{R}, R, l{R}]",1
"[M{C}, M{D}, R, sD, sR]",1
"[M{D}, D, l{D}, data.frame, l{?}]",1
"[l{?}, l{C}, l{D}, missing]",1
"[l{language}, l{l{?}}]",4
"[C, M{C}, l{l{?}}]",1
"[sC, R, l{l{?}}, l{?}]",1
"[D, sF, sN]",13
"[l{?}, l{language}, sN]",1
"[C, D, l{l{?}}, sC, sE, l{language}, l{L}, sF, l{sE}, l{sN}, sL, l{D}, sN, l{C}, data.frame, l{?}]",2
"[I, missing, sI]",5
"[sC, l{l{?}}, l{?}]",2
"[l{sF}, M{D}, C, D, M{I}, l{sE}, I, l{D}, M{C}, data.frame, l{l{?}}, l{?}]",1
"[C, D, sC, sD, sI, sL, sN]",2
"[language, l{language}, missing]",1
"[sE]",1513
"[D, I, L, externalptr, raw_NA, sD, sL, sN]",1
"[l{?}, l{C}, l{D}, l{language}, l{sN}]",1
"[C, M{D}]",5
"[sS, C, D, l{sS}, I, L, sC, sD, l{I}, sI, sN, raw_NA, l{?}]",1
"[sF, sL]",158
"[sN, data.frame, l{l{?}}, l{?}]",1
"[C, D, I, l{I}, missing, sD, sI]",1
"[D, L, M{D}, sS]",1
"[sS, sC, sD, M{D}, M{I}, sI, M{L}, M{C}, raw_NA]",1
"[l{?}, missing, sC]",1
"[D, I, sC, sI]",1
"[sD]",45219
"[C, D, M{D}, data.frame, error, l{?}, l{sF}, raw_NA, sC, sD, sF, sI, sL, sN, sS]",1
"[M{C}, sC, sD, sF]",1
"[C, L]",2
"[C, D, I, L, l{?}, l{C}, l{D}, l{l{?}}, raw_NA, sC, sD, sI]",6
"[C, D, I, M{I}, data.frame, language, l{?}, l{C}, l{D}, raw_NA, sC, sD, sE, sI]",1
"[sD, M{D}, sL, M{L}]",1
"[data.frame, l{?}, l{D}, l{I}]",1
"[M{D}, sI, I, l{D}]",1
"[C, l{?}, l{l{?}}, sC, sD]",1
"[D, error, raw_NA, sN]",1
"[sI, l{?}]",1
"[sD, D, sI, I, l{l{?}}]",1
"[I, error, sI]",4
"[D, I, data.frame, raw_NA]",1
"[sC, sD, M{D}, sI, sL, sN, l{?}]",1
"[sC, sR]",6
"[M{C}, M{D}, sC]",1
"[sF]",16735
"[sD, M{D}, l{sN}, M{C}, data.frame]",1
"[C, I, L, sS]",1
"[sC, sS]",11
"[C, I, L, missing]",1
"[sC, l{I}, C, D, sI, I, l{D}, l{C}, data.frame, l{?}]",1
"[sI]",4370
"[error, language, sN]",2
"[I, l{?}, sC, sD, sN]",1
"[M{I}, l{I}]",3
"[sS, unevaled]",11
"[D, I, sC, sD]",7
"[sC, sD, C, sF, sL]",1
"[sS, l{D}]",2
"[C, D, data.frame, language, l{?}, l{D}, sC, sN]",1
"[l{R}]",77
"[data.frame, l{C}]",5
"[C, D, I, L, l{?}, l{C}, l{D}, l{I}, l{sF}, l{sS}, raw_NA, sC, sD, sF, sI, sN, sS]",1
"[R, I]",2
"[l{?}, l{C}, sF]",1
"[l{?}, l{externalptr}, l{l{?}}, l{sN}]",5
"[D, I, M{D}, M{I}, sD]",4
"[sD, C, D, I]",1
"[l{?}, l{R}]",1
"[sC, C, M{C}, data.frame]",2
"[data.frame, l{D}, l{I}, l{l{?}}, l{sS}]",1
"[l{?}, l{l{?}}, raw_NA, sD, sF]",1
"[sS, I]",10
"[l{?}, l{D}, l{sE}]",1
"[C, D, I, L, l{sS}, sC]",1
"[C, l{R}]",1
"[sL, M{L}, L]",2
"[data.frame, sC]",11
"[C, I, L, M{D}, M{I}, data.frame, raw_NA]",1
"[C, D, I, M{C}, M{D}, M{I}, R, raw_NA, sC, sD, sI, sL, sN, sR]",1
"[L, missing, sC, sD]",1
"[D, I, raw_NA, sC, sD, sI, sN, sR]",2
"[l{sF}, l{D}]",2
"[C, I, raw_NA]",2
"[C, D, I, missing]",3
"[C, D, I, L, sD]",3
"[C, data.frame, l{?}, sC]",1
"[D, sN, l{l{?}}, l{?}]",2
"[D, I, L, M{L}, missing, sD, sI]",2
"[sS, L]",1
"[D, I, data.frame, missing, sC, sE]",1
"[D, I, l{D}, sN]",1
"[l{L}, l{C}]",1
"[Y, language, pairlist, sC]",1
"[sF, sN]",310
"[D, M{D}, data.frame, sD, sI]",1
"[D, unevaled]",33
"[C, D, I, missing, sC, sD, sI]",1
"[C, l{?}, l{C}, l{l{?}}, sC]",2
"[I, error, sD]",2
"[l{?}, l{C}, l{I}]",4
"[I, data.frame, l{?}, sD, sL]",1
"[sC, C, D, l{D}, l{?}]",1
"[l{I}, l{sE}, l{sN}, l{D}, l{C}, l{l{?}}, l{?}]",1
"[M{D}, C, D, M{I}, I, L, l{sF}, sC, sD, l{I}, l{L}, sF, sI, M{X}, X, sL, l{D}, sN, raw_NA, data.frame, l{?}]",1
"[I, l{?}, l{D}]",2
"[data.frame, missing, sC, sN]",1
"[error, raw_NA]",9
"[C, D, I, L, sN]",1
"[D, l{?}, l{D}, l{L}]",1
"[sL]",23984
"[R, C]",1
"[C, M{D}, D, M{I}, I, M{C}, l{l{?}}, l{sF}, l{I}, l{sE}, l{D}, data.frame, l{?}]",1
"[l{?}, l{D}, l{language}, sF, sN]",1
"[sC, M{D}, C, D, M{I}, I, l{?}]",1
"[sC, sL]",97
"[sD, M{D}, D, sI, I]",1
"[M{D}, l{l{?}}]",4
"[l{expression}, l{L}, l{language}, C, l{sN}, l{D}, l{C}, l{?}]",1
"[l{Y}, l{D}]",2
"[sC, sD, I, sL, sN]",1
"[M{R}, l{R}]",10
"[D, M{I}, I]",2
"[C, l{?}, l{C}, l{l{?}}, l{sN}, sC, sD, sN]",1
"[M{I}, M{C}]",3
"[M{D}, l{?}, l{D}, l{l{?}}, sD]",1
"[l{?}, l{C}, sC]",5
"[l{I}, l{D}, sN, l{C}]",1
"[sC, sI]",47
"[raw_NA, sD, sN, sR]",1
"[M{D}, M{I}, M{C}, data.frame]",1
"[sC, D, l{?}]",1
"[I, missing, sC]",4
"[l{sF}, sD, M{D}, l{D}, l{?}]",1
"[D, language, l{?}, l{D}]",1
"[error, missing, sC]",8
"[externalptr]",652
"[C, D, I, error]",5
"[C, I, M{C}, sC, sI]",1
"[sD, sI, I]",11
"[C, D]",77
"[C, D, I, data.frame, sC, sD, sL, sN]",1
"[sD, M{D}, M{I}, sI, M{C}]",2
"[error, l{?}, l{D}, l{l{?}}]",1
"[sS, sC, sD, C, D, sI, I, sN, L]",1
"[C, D, I, L, M{C}, raw_NA]",2
"[I, missing, sD]",9
"[sN]",13922
"[l{I}]",485
"[C, D, I, M{C}, M{D}, M{L}, data.frame, l{I}, sC, sD]",1
"[error, missing, sD]",15
"[M{L}]",153
"[M{D}, missing, sS]",4
"[sF, sS]",21
"[l{?}, l{C}, sE]",1
"[l{?}, l{D}, sC]",1
"[C, D, I, l{?}, l{C}, l{D}, l{I}, l{l{?}}, unevaled]",1
"[expression, language]",1
"[C, D, I, L, missing, sC, sD, sI, sL]",2
"[sC, sD, sE, D, sN, l{?}]",1
"[D, I, sC, sL]",1
"[M{L}, sC]",1
"[C, D, I, sC, sD, sI, sL]",1
"[C, sN, data.frame]",1
"[D, I, data.frame]",19
"[M{C}, M{D}]",25
"[data.frame, l{D}, l{l{?}}]",1
"[sD, sE, sN]",1
"[I, error, sN]",5
"[D, I, M{D}, data.frame, sS]",1
"[l{pairlist}, l{sN}]",1
"[D, l{?}, l{C}, l{D}, l{L}, sD, sN]",1
"[C, I, error]",2
"[C, l{C}, sC, sF, sN]",1
"[I, unevaled]",5
"[l{I}, missing]",3
"[C, D, I, sC, sD, sI, sN]",3
"[sS]",4728
"[l{I}, l{D}, sN, l{l{?}}, l{?}]",1
"[sS, l{I}, l{D}, l{C}, l{l{?}}]",1
"[M{D}, D, M{I}, M{C}]",1
"[C, l{?}, sC, sD, sI, sN]",1
"[l{?}, missing, sF]",1
"[l{C}, l{D}, l{I}, l{L}]",1
"[C, D, I, L, M{C}, M{D}, M{I}, l{?}, l{C}, sC, sD, sI, sL, sS]",1
"[C, M{D}, D, sX, M{I}, L, sC, sD, X, sL, l{D}, l{C}, l{?}]",1
"[sR]",19
"[sC, sN]",1041
"[sD, sN, unevaled]",3
"[l{?}, l{C}, l{D}, l{L}, sL]",1
"[C, sC, unevaled]",3
"[l{?}, l{C}, l{L}, l{sF}, l{sN}]",1
"[sS, sC, C, sN]",1
"[I, Y, language, pairlist, raw_NA, sC, sD, sI, sL]",1
"[C, M{D}, D, I, L, sC, sD, sI, sL, l{D}, l{C}, sN, data.frame, l{?}]",1
"[M{D}, M{I}, data.frame, sN]",2
"[sC, data.frame]",3
"[C, I]",134
"[C, I, L, error, sC, sD]",1
"[C, l{?}, sC, sD, sI, sL, sN]",1
"[C, D, I, data.frame, sC, sD, sI, sN]",1
"[D, l{?}, l{D}, pairlist, sD, sN]",1
"[D, I, l{D}, l{I}, sF]",1
"[C, I, M{D}, M{I}, data.frame, l{?}]",1
"[D, I, l{I}]",3
"[C, D, I, sC, sD, sN]",1
"[C, l{D}, l{l{?}}]",1
"[sD, sI, sN]",73
"[M{D}, sD, unevaled]",1
"[I, M{C}, M{D}, M{I}, l{?}]",1
"[D, I, data.frame, sL]",1
"[C, D, I, M{C}, M{D}, data.frame, l{?}, l{C}, l{D}, l{I}, l{L}, l{l{?}}, sC, sD, sN]",1
"[sC, sD, sE, sF, D, sI, l{sE}, sL, I, sN, l{C}, l{l{?}}]",1
"[C, sC, sI]",12
"[sC, M{D}, sN]",1
"[D, I, sI, sN]",3
"[C, D, I, L, X, l{L}, raw_NA, sC, sD, sL, sX]",2
"[I, l{?}, l{C}, l{I}, sD]",1
"[I, language]",1
"[D, raw_NA, sN]",4
"[sC, externalptr]",1
"[l{sF}, sN]",11
"[C, I, expression, sC]",2
"[externalptr, missing]",2
"[C, D, I, l{?}, l{I}]",1
"[M{C}, sN]",13
"[C, sC, sL]",5
"[error, data.frame, pairlist]",1
"[sC, sD, C, M{D}, X, sN, M{C}, l{l{?}}, l{?}]",1
"[D, I, l{D}, sD, sL]",1
"[D, I, M{C}, M{D}, error, raw_NA]",1
"[raw_NA, sD, sI]",9
"[sX]",86
"[C, I, L, sC]",3
"[C, D, L, M{D}, data.frame, raw_NA, sD]",2
"[sD, sI, sL]",6
"[l{language}, sN, error]",1
"[C, D, l{X}, M{I}, I, language, L, error, l{I}, R, M{X}, X, l{C}, data.frame, l{?}, M{D}, sC, sD, sE, sF, sI, sL, l{D}, sN, raw_NA]",1
"[R, l{R}, M{R}]",1
"[C, l{?}, missing]",1
"[C, D, I, L, sC, sS]",2
"[sC, C, D, sN, L]",1
"[D, I, externalptr, raw_NA, sD, sL, sN]",1
"[error, language, raw_NA, sD, sF, sN]",1
"[expression, sD, sI]",1
"[C, D, I, L, l{?}, l{C}, l{D}, l{l{?}}, raw_NA, sC, sD, sI, sN]",1
"[C, sC, sF]",40
"[M{D}, D, I, data.frame]",2
"[D, M{C}, M{D}]",2
"[I, M{C}, M{D}, M{I}, data.frame, l{?}]",1
"[M{C}, error, sC]",3
"[error, l{sF}]",2
"[l{?}, l{l{?}}, missing, sN]",1
"[C, Y, language, l{?}, l{l{?}}, sC, sD, sF, sN]",1
"[M{D}, data.frame, sD]",1
"[I, M{D}, sN]",4
"[data.frame, l{?}, sC, sD]",1
"[sE, sF, sL, l{?}]",1
"[D, error, missing]",13
"[I, data.frame, l{?}, sF]",2
"[C, D, sC, sD, sF]",2
"[C, I, missing, sC, sI, sL]",1
"[l{?}, l{C}, l{D}, l{I}, l{l{?}}, l{sN}]",1
"[C, I, language, sC]",1
"[D, I, L, M{D}, M{I}, data.frame, l{?}, l{D}, l{I}, l{l{?}}, sD, sI, sL, sS]",1
"[D, sD, sF, unevaled]",1
"[sC, sD, C, D, sI, sL, I, L]",3
"[C, D, M{I}, sC, sE, sF, sI, sL]",1
"[M{D}, data.frame, sC]",1
"[D, M{D}, R, sR]",1
"[D, I, raw_NA, sD, sI]",7
"[C, I, missing, sC, sD]",1
"[C, D, I, sC, sD, sI]",8
"[D, I, M{D}, M{I}, data.frame, language, l{?}, l{D}, l{I}, l{l{?}}, raw_NA, sD, sF, sN, sS, unevaled]",1
"[sC, sD, C, D]",2
"[D, I, sI, sS]",4
"[sD, M{D}, M{X}]",2
"[sC, l{l{?}}]",1
"[D, l{?}, raw_NA]",1
"[M{D}, C, D, M{I}, I, M{C}, L, l{l{?}}, sC, sD, l{I}, sI, sL, l{C}, sN, raw_NA, data.frame, l{?}]",1
"[M{D}, data.frame, sF]",4
"[sD, M{D}, data.frame]",2
"[l{sF}, sS]",3
"[sI, M{I}, I]",1
"[sC, sD, M{D}, D, sL]",1
"[raw_NA, sD, sF]",1
"[data.frame, l{?}, l{C}, l{D}, l{I}, l{Y}, sE]",1
"[I, l{?}, l{C}, l{I}, l{l{?}}, sI]",1
"[D, I, data.frame, sS]",1
"[C, D, sC, sD, sI]",2
"[l{pairlist}]",1
"[C, raw_NA]",22
"[error, missing, sC, sN]",1
"[l{D}, l{C}, sN, l{?}, l{externalptr}]",1
"[M{R}, sN]",1
"[C, I, data.frame, l{C}, sC]",1
"[sC, l{I}, C, D, l{sS}, M{I}, sI, sL, I, L, M{C}, l{?}]",1
"[I, l{I}, l{l{?}}, sS]",1
"[C, sC, sS]",12
"[D, M{D}, data.frame, raw_NA, sF, unevaled]",1
"[C, D, I, data.frame, error, sN]",1
"[l{?}, l{I}, l{language}, l{l{?}}, l{sN}]",1
"[C, D, sC, sD, sI, sN]",1
"[I, L, sD, sI, sL]",3
"[error, sD, sI]",33
"[l{?}, sD, sN]",4
"[sC, sD, D, l{D}]",1
"[D, error, sC]",3
"[l{sF}, l{l{?}}]",3
"[l{sF}, sD, sF]",1
"[l{D}, raw_NA, sC, sN]",1
"[M{C}]",421
"[D, l{I}]",1
"[M{L}, M{C}]",1
"[C, l{l{?}}, l{?}]",2
"[sN, l{?}]",81
"[sC, language]",8
"[C, D, I, L, sC, sI]",2
"[sC, sD, M{C}]",1
"[I, M{D}, data.frame]",3
"[sD, sF, sI, sN]",5
"[M{L}, data.frame]",21
"[error, l{externalptr}]",1
"[M{C}, sF]",8
"[sS, C, sI, I]",1
"[data.frame, l{?}, l{D}]",4
"[C, I, data.frame, error, sC, sD]",1
"[sD, l{pairlist}, l{sN}, sL, sN, data.frame]",1
"[C, D, I, L, l{I}, l{Y}, raw_NA, sC, sD, sI, sL, sS]",1
"[language, missing]",8
"[sD, sF, sI, error]",1
"[D, I, sD, sI, unevaled]",3
"[C, D, I, L, raw_NA, sC, sD, sI, sL]",4
"[I, sD, sI, sL, sN]",2
"[C, sC, sN]",167
"[error, sD, sF]",5
"[sS, l{l{?}}]",2
"[l{?}, l{C}, l{I}, l{l{?}}]",1
"[sD, sI, sR]",1
"[sD, l{D}]",29
"[C, D, error, sC, sD, sI]",1
"[C, D, sC, sD, sN]",5
"[D, error, sF]",1
"[sD, C, M{D}, D, I, L, l{l{?}}]",1
"[C, L, sC, sD, sL]",1
"[l{?}, l{C}, l{D}, missing, sD]",1
"[C, D, I, M{D}, M{I}, data.frame, l{?}, l{D}, sF]",1
"[D, l{?}, unevaled]",1
"[Y, language, raw_NA, sC, sD, sF]",1
"[l{sN}, l{l{?}}]",1
"[sD, sI, sS]",1
"[l{D}, sN, l{C}, l{externalptr}, l{?}]",1
"[M{C}, sC]",12
"[C, M{C}, R, l{R}]",1
"[L, error, sF]",1
"[l{Y}, sC, sN]",1
"[M{D}, data.frame, sN]",11
"[D, data.frame, l{D}, l{I}]",1
"[C, D, I, L, sC, sD, sI, sL, sN, sS]",1
"[l{?}, l{C}, l{D}, l{I}, l{l{?}}, sI]",1
"[C, D, error, sC]",1
"[sD, D, X]",1
"[data.frame, l{?}, sC, sN]",1
"[D, error, sD]",29
"[C, l{?}, l{C}, l{l{?}}, l{sN}, sC, sL, sN]",1
"[l{C}, sN, l{l{?}}, l{externalptr}, l{?}]",1
"[C, D, sC, sD, sL]",2
"[C, unevaled]",3
"[M{I}, sI, I]",2
"[l{I}, l{Y}, l{L}, l{language}, D, I, l{D}, l{C}, data.frame, l{l{?}}, l{?}]",1
"[I, M{D}, sC]",1
"[D, I, data.frame, sN]",1
"[C, D, I, l{D}, sD, sS]",1
"[D, I, sI, sL]",1
"[I, l{sN}, sC, sD, sF, sI, sN]",3
"[l{C}, sC, sN]",3
"[C, D, I, M{D}, M{I}, l{?}, l{sS}, sC, sD, sS]",1
"[sC, sD, D, sI, I, raw_NA]",1
"[sN, sR]",1
"[sD, M{D}, D, M{I}, I, L, raw_NA, M{C}]",2
"[arg18_t]",1
"[sD, M{D}, D, I, l{D}, data.frame, l{?}]",1
"[sC, sD, sL, sN, data.frame]",1
"[D, I, error, sI, sN]",1
"[Y, pairlist, sD, sN]",1
"[sC, sD, sI, sL, sN, l{l{?}}]",1
"[D, error, unevaled]",1
"[data.frame, l{?}, l{C}, l{D}, l{I}]",3
"[sC, sD, C, sI, I, sL, sN]",1
"[C, D, I, L, raw_NA, sC, sD, sI, sS]",3
"[l{C}, l{l{?}}, sC, sN]",3
"[C, l{C}, sC, sD, sI]",1
"[l{externalptr}, missing, sC, sF]",1
"[l{?}, sI, sS]",1
"[sS, sD, D]",3
"[C, data.frame, sC, sN]",3
"[M{X}, X]",2
"[l{D}, sF]",12
"[missing, sF, sN]",1
"[I, sC, sS]",2
"[D, I, L, raw_NA]",1
"[l{?}, l{D}]",259
"[D, I, sD, sR]",1
"[I, M{L}, sD]",1
"[M{D}, M{I}]",362
"[M{D}, sN, sS]",2
"[D, I, L, M{C}, M{D}, M{I}, data.frame, l{?}, raw_NA]",1
"[C, I, L]",1
"[sN, sS]",59
"[D, I, data.frame, language, sC]",1
"[l{sN}, sD]",1
"[l{I}, l{sN}, l{C}, l{?}]",1
"[C, D, I, raw_NA, sD]",1
"[D, I, M{C}, M{D}, M{I}, data.frame, error, sN, sS]",1
"[l{?}, l{externalptr}]",1
"[l{?}, l{C}, l{D}, l{I}, l{l{?}}, sN]",1
"[C, I, L, missing, sC, sD, sI]",1
"[l{C}, l{D}, l{I}]",2
"[sL, unevaled]",11
"[sF, sL, unevaled]",6
"[sC, sD, D, sN, M{C}, error, l{?}]",1
"[C, D, I, raw_NA, sC, sD, sI, sL, sN]",1
"[l{?}, l{D}, l{Y}, l{language}, pairlist]",1
"[D, I, sD, sS]",1
"[C, D, I, data.frame, l{?}, l{D}, l{sN}, sC, sF, sL, sN]",1
"[l{sN}, sC]",1
"[C, D, I, raw_NA, sC]",2
"[l{sE}]",38
"[I, M{C}, M{I}, sF, unevaled]",1
"[R, l{R}, M{R}, sR]",1
"[sE, D, l{D}]",1
"[L, M{I}]",1
"[sC, C, l{?}]",4
"[D, M{D}, M{I}, M{X}, X, sD]",2
"[I, l{I}, l{l{?}}, sI]",1
"[l{sN}, sF]",1
"[I, data.frame, missing]",1
"[D, M{D}, raw_NA]",3
"[C, D, I, L, raw_NA]",2
"[language, l{language}, sC, sN]",1
"[C, I, l{?}, sC, sD, sF, sI, sL, sN]",1
"[C, data.frame, language, sI, sL]",1
"[l{Y}, l{?}]",5
"[D, M{D}, l{D}]",7
"[sD, sE, D, l{C}, l{l{?}}, l{?}]",1
"[sS, M{L}]",2
"[l{C}, l{L}, l{l{?}}, l{sN}, sE]",2
"[L, missing]",6
"[C, l{R}, l{l{?}}, l{?}]",1
"[l{D}, l{l{?}}, l{sS}]",1
"[error, l{sN}]",1
"[language, l{?}, sL]",1
"[D, raw_NA, sC]",1
"[sC, C, l{C}, sN, l{l{?}}, l{?}]",2
"[sF, sL, sN]",5
"[missing, sF, sI]",1
"[weakref]",2
"[D, X, l{?}, l{D}, l{l{?}}]",1
"[arg15_t]",1
"[D, I, sD, sN]",10
"[C, sC, sD, sI, sN]",3
"[C, I, l{?}, l{sS}, sS]",1
"[sI, I, data.frame]",1
"[M{D}, data.frame, sS]",6
"[D, raw_NA, sF, sN]",2
